country_iso3,year,population,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate,decade,population_growth_rate,researcher_density_per_1000,migration_status
ISR,2000,6289000.0,23704.0,23704.0,593.0,621.0,-28.0,0.02619811,0.025016874,-0.0011812352,2000s,0.0268,3.769,Brain Drain
ISR,2001,6439000.0,24974.0,24974.0,678.0,672.0,6.0,0.026907984,0.027148234,0.00024024986,2000s,0.0239,3.879,Brain Gain
ISR,2002,6570000.0,26274.0,26274.0,684.0,748.0,-64.0,0.028469209,0.02603334,-0.0024358681,2000s,0.0203,3.999,Brain Drain
ISR,2003,6689700.0,27339.0,27339.0,550.0,800.0,-250.0,0.029262226,0.02011778,-0.009144446,2000s,0.0182,4.087,Brain Drain
ISR,2004,6809000.0,28311.0,28311.0,458.0,724.0,-266.0,0.025573099,0.016177457,-0.009395641,2000s,0.0178,4.158,Brain Drain
ISR,2005,6930100.0,29304.0,29304.0,475.0,686.0,-211.0,0.023409773,0.016209392,-0.007200382,2000s,0.0178,4.229,Brain Drain
ISR,2006,7053700.0,30331.0,30331.0,446.0,676.0,-230.0,0.022287428,0.014704428,-0.0075830007,2000s,0.0178,4.3,Brain Drain
ISR,2007,7180100.0,31283.0,31283.0,472.0,691.0,-219.0,0.022088675,0.015088067,-0.0070006074,2000s,0.0179,4.357,Brain Drain
ISR,2008,7308800.0,32249.0,32249.0,523.0,700.0,-177.0,0.021706099,0.016217558,-0.0054885424,2000s,0.0179,4.412,Brain Drain
ISR,2009,7485600.0,32943.0,32943.0,619.0,782.0,-163.0,0.02373797,0.01879003,-0.0049479404,2000s,0.0242,4.401,Brain Drain
ISR,2010,7623600.0,33855.0,33855.0,604.0,738.0,-134.0,0.021798847,0.017840791,-0.003958056,2010s,0.0184,4.441,Brain Drain
ISR,2011,7765800.0,34784.0,34784.0,710.0,727.0,-17.0,0.020900413,0.020411683,-0.00048873044,2010s,0.0187,4.479,Brain Drain
ISR,2012,7910500.0,35812.0,35812.0,679.0,762.0,-83.0,0.021277783,0.018960126,-0.0023176589,2010s,0.0186,4.527,Brain Drain
ISR,2013,8059500.0,37149.0,37149.0,725.0,744.0,-19.0,0.020027457,0.019516002,-0.0005114539,2010s,0.0188,4.609,Brain Drain
ISR,2014,8215700.0,38358.0,38358.0,796.0,814.0,-18.0,0.021221127,0.020751864,-0.00046926326,2010s,0.0194,4.669,Brain Drain
ISR,2015,8380100.0,39822.0,39822.0,906.0,813.0,93.0,0.02041585,0.022751244,0.0023353924,2010s,0.02,4.752,Brain Gain
ISR,2016,8546000.0,41122.0,41122.0,892.0,953.0,-61.0,0.023174943,0.021691551,-0.0014833909,2010s,0.0198,4.812,Brain Drain
ISR,2017,8713300.0,42219.0,42219.0,945.0,954.0,-9.0,0.022596462,0.022383288,-0.00021317416,2010s,0.0196,4.845,Brain Drain
ISR,2018,8882800.0,43537.0,43537.0,978.0,982.0,-4.0,0.022555528,0.022463651,-9.1875874e-05,2010s,0.0195,4.901,Brain Drain
ISR,2019,9054000.0,44757.0,44757.0,1056.0,968.0,88.0,0.021627901,0.023594074,0.0019661728,2010s,0.0193,4.943,Brain Gain
ISR,2020,9215100.0,45002.0,45002.0,1103.0,1037.0,66.0,0.02304342,0.024510022,0.0014666015,2020s,0.0178,4.884,Brain Gain
ISR,2021,9371400.0,43410.0,43410.0,1071.0,1039.0,32.0,0.023934577,0.024671735,0.00073715736,2020s,0.017,4.632,Brain Gain
ISR,2022,9557500.0,0.0,0.0,825.0,818.0,7.0,,,,2020s,0.0199,0.0,Brain Gain
ISR,2023,9557500.0,0.0,0.0,574.0,566.0,8.0,,,,2020s,0.0,0.0,Brain Gain
ITA,1996,56860281.0,87791.0,87791.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,1.544,Balanced
ITA,1997,56890372.0,98764.0,98764.0,1198.0,1262.0,-64.0,0.012777936,0.012129926,-0.0006480094,1990s,0.0005,1.736,Brain Drain
ITA,1998,56906744.0,109446.0,109446.0,1305.0,1605.0,-300.0,0.014664766,0.011923688,-0.0027410777,1990s,0.0003,1.923,Brain Drain
ITA,1999,56916317.0,116811.0,116811.0,1473.0,1630.0,-157.0,0.013954165,0.012610114,-0.0013440514,1990s,0.0002,2.052,Brain Drain
ITA,2000,56942108.0,122539.0,122539.0,1636.0,1808.0,-172.0,0.014754486,0.013350852,-0.0014036348,2000s,0.0005,2.152,Brain Drain
ITA,2001,56974100.0,127888.0,127888.0,1915.0,2017.0,-102.0,0.015771613,0.01497404,-0.0007975729,2000s,0.0006,2.245,Brain Drain
ITA,2002,57059007.0,134353.0,134353.0,2119.0,2067.0,52.0,0.0153848445,0.015771884,0.0003870401,2000s,0.0015,2.355,Brain Gain
ITA,2003,57313203.0,141054.0,141054.0,1880.0,1982.0,-102.0,0.014051356,0.013328229,-0.00072312733,2000s,0.0045,2.461,Brain Drain
ITA,2004,57685327.0,148212.0,148212.0,1556.0,1709.0,-153.0,0.01153078,0.010498475,-0.0010323051,2000s,0.0065,2.569,Brain Drain
ITA,2005,57969484.0,155800.0,155800.0,1575.0,1774.0,-199.0,0.011386393,0.010109114,-0.0012772785,2000s,0.0049,2.688,Brain Drain
ITA,2006,58143979.0,163939.0,163939.0,1697.0,1831.0,-134.0,0.011168788,0.010351411,-0.0008173772,2000s,0.003,2.82,Brain Drain
ITA,2007,58438310.0,171867.0,171867.0,1708.0,2075.0,-367.0,0.01207329,0.009937917,-0.002135372,2000s,0.0051,2.941,Brain Drain
ITA,2008,58826731.0,178738.0,178738.0,1728.0,2349.0,-621.0,0.013142141,0.009667782,-0.0034743592,2000s,0.0066,3.038,Brain Drain
ITA,2009,59095365.0,185501.0,185501.0,1806.0,2577.0,-771.0,0.013892109,0.009735797,-0.004156312,2000s,0.0046,3.139,Brain Drain
ITA,2010,59277417.0,192472.0,192472.0,1953.0,2779.0,-826.0,0.014438463,0.010146931,-0.0042915335,2010s,0.0031,3.247,Brain Drain
ITA,2011,59379449.0,200673.0,200673.0,2046.0,3031.0,-985.0,0.015104175,0.010195691,-0.004908483,2010s,0.0017,3.38,Brain Drain
ITA,2012,59539717.0,207746.0,207746.0,2115.0,3190.0,-1075.0,0.01535529,0.0101807015,-0.0051745884,2010s,0.0027,3.489,Brain Drain
ITA,2013,60233948.0,214719.0,214719.0,2282.0,3382.0,-1100.0,0.015750818,0.010627843,-0.0051229745,2010s,0.0117,3.565,Brain Drain
ITA,2014,60789140.0,221386.0,221386.0,2483.0,3535.0,-1052.0,0.015967585,0.0112157045,-0.004751881,2010s,0.0092,3.642,Brain Drain
ITA,2015,60730582.0,227418.0,227418.0,2496.0,3767.0,-1271.0,0.016564213,0.010975384,-0.0055888277,2010s,-0.001,3.745,Brain Drain
ITA,2016,60627498.0,232859.0,232859.0,2582.0,4097.0,-1515.0,0.017594337,0.011088255,-0.006506083,2010s,-0.0017,3.841,Brain Drain
ITA,2017,60536709.0,239388.0,239388.0,2754.0,4232.0,-1478.0,0.017678414,0.011504336,-0.0061740773,2010s,-0.0015,3.954,Brain Drain
ITA,2018,60421760.0,248905.0,248905.0,3045.0,4276.0,-1231.0,0.017179245,0.012233583,-0.004945662,2010s,-0.0019,4.119,Brain Drain
ITA,2019,59729081.0,256592.0,256592.0,3244.0,4237.0,-993.0,0.016512595,0.012642639,-0.003869957,2010s,-0.0115,4.296,Brain Drain
ITA,2020,59438851.0,258415.0,258415.0,3510.0,4011.0,-501.0,0.015521545,0.013582803,-0.001938742,2020s,-0.0049,4.348,Brain Drain
ITA,2021,59133173.0,249361.0,249361.0,3697.0,3812.0,-115.0,0.015287073,0.014825895,-0.00046117877,2020s,-0.0051,4.217,Brain Drain
ITA,2022,58940425.0,0.0,0.0,3195.0,3225.0,-30.0,,,,2020s,-0.0033,0.0,Brain Drain
ITA,2023,58940425.0,0.0,0.0,2180.0,2062.0,118.0,,,,2020s,0.0,0.0,Brain Gain
JAM,1996,2532894.0,276.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.109,Balanced
JAM,1997,2554954.0,320.0,320.0,11.0,13.0,-2.0,0.040625,0.034375,-0.00625,1990s,0.0087,0.125,Brain Drain
JAM,1998,2576567.0,355.0,355.0,6.0,15.0,-9.0,0.04225352,0.01690141,-0.025352113,1990s,0.0085,0.138,Brain Drain
JAM,1999,2596271.0,401.0,401.0,20.0,12.0,8.0,0.029925186,0.04987531,0.019950125,1990s,0.0076,0.154,Brain Gain
JAM,2000,2612205.0,425.0,425.0,14.0,20.0,-6.0,0.047058824,0.032941177,-0.014117647,2000s,0.0061,0.163,Brain Drain
JAM,2001,2625405.0,453.0,453.0,25.0,14.0,11.0,0.030905077,0.05518764,0.024282562,2000s,0.0051,0.173,Brain Gain
JAM,2002,2638244.0,495.0,495.0,21.0,22.0,-1.0,0.044444446,0.042424243,-0.002020202,2000s,0.0049,0.188,Brain Drain
JAM,2003,2651027.0,521.0,521.0,19.0,20.0,-1.0,0.038387716,0.03646833,-0.0019193857,2000s,0.0048,0.197,Brain Drain
JAM,2004,2664024.0,532.0,532.0,12.0,26.0,-14.0,0.04887218,0.02255639,-0.02631579,2000s,0.0049,0.2,Brain Drain
JAM,2005,2676863.0,564.0,564.0,14.0,17.0,-3.0,0.030141843,0.024822695,-0.005319149,2000s,0.0048,0.211,Brain Drain
JAM,2006,2689660.0,632.0,632.0,24.0,15.0,9.0,0.023734177,0.03797468,0.014240506,2000s,0.0048,0.235,Brain Gain
JAM,2007,2701221.0,661.0,661.0,12.0,13.0,-1.0,0.019667171,0.018154312,-0.0015128592,2000s,0.0043,0.245,Brain Drain
JAM,2008,2711373.0,663.0,663.0,19.0,28.0,-9.0,0.04223228,0.028657617,-0.013574661,2000s,0.0038,0.245,Brain Drain
JAM,2009,2722401.0,701.0,701.0,30.0,33.0,-3.0,0.047075607,0.042796005,-0.0042796005,2000s,0.0041,0.257,Brain Drain
JAM,2010,2733896.0,727.0,727.0,24.0,43.0,-19.0,0.05914718,0.03301238,-0.0261348,2010s,0.0042,0.266,Brain Drain
JAM,2011,2746169.0,745.0,745.0,48.0,17.0,31.0,0.022818793,0.06442953,0.041610736,2010s,0.0045,0.271,Brain Gain
JAM,2012,2759817.0,772.0,772.0,29.0,21.0,8.0,0.027202072,0.037564766,0.010362694,2010s,0.005,0.28,Brain Gain
JAM,2013,2773129.0,792.0,792.0,27.0,34.0,-7.0,0.04292929,0.03409091,-0.0088383835,2010s,0.0048,0.286,Brain Drain
JAM,2014,2784543.0,805.0,805.0,38.0,26.0,12.0,0.032298137,0.047204968,0.014906832,2010s,0.0041,0.289,Brain Gain
JAM,2015,2794445.0,808.0,808.0,42.0,36.0,6.0,0.044554457,0.051980197,0.0074257427,2010s,0.0036,0.289,Brain Gain
JAM,2016,2802695.0,803.0,803.0,28.0,39.0,-11.0,0.04856787,0.03486924,-0.01369863,2010s,0.003,0.287,Brain Drain
JAM,2017,2808376.0,808.0,808.0,33.0,31.0,2.0,0.038366336,0.040841583,0.0024752475,2010s,0.002,0.288,Brain Gain
JAM,2018,2811835.0,804.0,804.0,35.0,32.0,3.0,0.039800994,0.043532338,0.0037313432,2010s,0.0012,0.286,Brain Gain
JAM,2019,2813773.0,815.0,815.0,35.0,41.0,-6.0,0.05030675,0.042944785,-0.0073619634,2010s,0.0007,0.29,Brain Drain
JAM,2020,2820436.0,786.0,786.0,27.0,41.0,-14.0,0.05216285,0.034351144,-0.017811704,2020s,0.0024,0.279,Brain Drain
JAM,2021,2827695.0,743.0,743.0,36.0,33.0,3.0,0.044414535,0.04845222,0.004037685,2020s,0.0026,0.263,Brain Gain
JAM,2022,2827377.0,0.0,0.0,17.0,32.0,-15.0,,,,2020s,-0.0001,0.0,Brain Drain
JAM,2023,2827377.0,,,,,,,,,2020s,0.0,,Unknown
JOR,1996,4608676.0,818.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.177,Balanced
JOR,1997,4733665.0,1009.0,1009.0,31.0,30.0,1.0,0.029732408,0.030723488,0.0009910803,1990s,0.0271,0.213,Brain Gain
JOR,1998,4844403.0,1212.0,1212.0,53.0,32.0,21.0,0.026402641,0.043729372,0.017326733,1990s,0.0234,0.25,Brain Gain
JOR,1999,4950775.0,1336.0,1336.0,61.0,47.0,14.0,0.03517964,0.04565868,0.010479042,1990s,0.022,0.27,Brain Gain
JOR,2000,5056174.0,1431.0,1431.0,48.0,56.0,-8.0,0.039133474,0.033542976,-0.005590496,2000s,0.0213,0.283,Brain Drain
JOR,2001,5163310.0,1512.0,1512.0,67.0,65.0,2.0,0.042989418,0.044312168,0.0013227513,2000s,0.0212,0.293,Brain Gain
JOR,2002,5275532.0,1648.0,1648.0,67.0,47.0,20.0,0.028519418,0.04065534,0.012135922,2000s,0.0217,0.312,Brain Gain
JOR,2003,5396117.0,1832.0,1832.0,70.0,49.0,21.0,0.026746726,0.038209606,0.011462882,2000s,0.0229,0.34,Brain Gain
JOR,2004,5532423.0,2091.0,2091.0,84.0,51.0,33.0,0.024390243,0.040172167,0.015781922,2000s,0.0253,0.378,Brain Gain
JOR,2005,5678534.0,2342.0,2342.0,99.0,72.0,27.0,0.030742954,0.042271562,0.011528608,2000s,0.0264,0.412,Brain Gain
JOR,2006,6075548.0,2790.0,2790.0,121.0,54.0,67.0,0.019354839,0.043369174,0.024014337,2000s,0.0699,0.459,Brain Gain
JOR,2007,6473457.0,3225.0,3225.0,131.0,80.0,51.0,0.024806201,0.040620156,0.015813954,2000s,0.0655,0.498,Brain Gain
JOR,2008,6632873.0,3732.0,3732.0,140.0,80.0,60.0,0.021436227,0.037513398,0.01607717,2000s,0.0246,0.563,Brain Gain
JOR,2009,6780493.0,4159.0,4159.0,127.0,92.0,35.0,0.022120703,0.030536186,0.008415485,2000s,0.0223,0.613,Brain Gain
JOR,2010,6931258.0,4491.0,4491.0,141.0,155.0,-14.0,0.03451347,0.031396125,-0.0031173457,2010s,0.0222,0.648,Brain Drain
JOR,2011,7109980.0,4735.0,4735.0,153.0,156.0,-3.0,0.032946147,0.032312565,-0.00063357974,2010s,0.0258,0.666,Brain Drain
JOR,2012,7211863.0,4981.0,4981.0,167.0,164.0,3.0,0.032925114,0.033527404,0.0006022887,2010s,0.0143,0.691,Brain Gain
JOR,2013,7694814.0,5146.0,5146.0,183.0,163.0,20.0,0.03167509,0.035561603,0.0038865139,2010s,0.067,0.669,Brain Gain
JOR,2014,8658026.0,5478.0,5478.0,210.0,147.0,63.0,0.02683461,0.03833516,0.011500548,2010s,0.1252,0.633,Brain Gain
JOR,2015,9494246.0,5879.0,5879.0,236.0,170.0,66.0,0.028916482,0.040142883,0.011226399,2010s,0.0966,0.619,Brain Gain
JOR,2016,9964656.0,6504.0,6504.0,265.0,206.0,59.0,0.031672817,0.040744156,0.009071341,2010s,0.0495,0.653,Brain Gain
JOR,2017,10215381.0,7390.0,7390.0,274.0,213.0,61.0,0.028822733,0.037077133,0.008254398,2010s,0.0252,0.723,Brain Gain
JOR,2018,10459865.0,8572.0,8572.0,287.0,240.0,47.0,0.027998133,0.033481102,0.005482968,2010s,0.0239,0.82,Brain Gain
JOR,2019,10698683.0,9650.0,9650.0,281.0,240.0,41.0,0.024870466,0.029119171,0.0042487048,2010s,0.0228,0.902,Brain Gain
JOR,2020,10928721.0,10442.0,10442.0,338.0,294.0,44.0,0.028155526,0.03236928,0.004213752,2020s,0.0215,0.955,Brain Gain
JOR,2021,11148278.0,10363.0,10363.0,330.0,300.0,30.0,0.028949145,0.03184406,0.0028949147,2020s,0.0201,0.93,Brain Gain
JOR,2022,11285869.0,0.0,0.0,263.0,249.0,14.0,,,,2020s,0.0123,0.0,Brain Gain
JOR,2023,11285869.0,0.0,0.0,169.0,198.0,-29.0,,,,2020s,0.0,0.0,Brain Drain
JPN,1996,125757000.0,185821.0,185821.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,1.478,Balanced
JPN,1997,126057000.0,214086.0,214086.0,1850.0,1745.0,105.0,0.00815093,0.008641387,0.0004904571,1990s,0.0024,1.698,Brain Gain
JPN,1998,126400000.0,239976.0,239976.0,2155.0,2123.0,32.0,0.008846718,0.008980065,0.00013334666,1990s,0.0027,1.899,Brain Gain
JPN,1999,126631000.0,259011.0,259011.0,2340.0,2413.0,-73.0,0.009316207,0.009034365,-0.00028184132,1990s,0.0018,2.045,Brain Drain
JPN,2000,126843000.0,270814.0,270814.0,2535.0,2810.0,-275.0,0.010376126,0.009360668,-0.0010154571,2000s,0.0017,2.135,Brain Drain
JPN,2001,127149000.0,279163.0,279163.0,2714.0,3245.0,-531.0,0.011624034,0.009721919,-0.0019021145,2000s,0.0024,2.196,Brain Drain
JPN,2002,127445000.0,286926.0,286926.0,2843.0,3491.0,-648.0,0.012166901,0.009908478,-0.002258422,2000s,0.0023,2.251,Brain Drain
JPN,2003,127718000.0,292444.0,292444.0,2813.0,3506.0,-693.0,0.01198862,0.009618935,-0.0023696844,2000s,0.0021,2.29,Brain Drain
JPN,2004,127761000.0,298366.0,298366.0,2382.0,3073.0,-691.0,0.010299431,0.007983483,-0.0023159476,2000s,0.0003,2.335,Brain Drain
JPN,2005,127773000.0,303098.0,303098.0,2461.0,3136.0,-675.0,0.010346489,0.008119486,-0.0022270025,2000s,0.0001,2.372,Brain Drain
JPN,2006,127854000.0,308664.0,308664.0,2403.0,2999.0,-596.0,0.0097160665,0.0077851643,-0.0019309022,2000s,0.0006,2.414,Brain Drain
JPN,2007,128001000.0,315383.0,315383.0,2570.0,3087.0,-517.0,0.009788099,0.008148822,-0.0016392767,2000s,0.0011,2.464,Brain Drain
JPN,2008,128063000.0,320031.0,320031.0,2541.0,3168.0,-627.0,0.009899041,0.007939856,-0.001959185,2000s,0.0005,2.499,Brain Drain
JPN,2009,128047000.0,324581.0,324581.0,2677.0,3250.0,-573.0,0.010012909,0.008247556,-0.0017653529,2000s,-0.0001,2.535,Brain Drain
JPN,2010,128070000.0,329235.0,329235.0,2719.0,3301.0,-582.0,0.010026273,0.008258538,-0.0017677343,2010s,0.0002,2.571,Brain Drain
JPN,2011,127833000.0,334016.0,334016.0,2784.0,3238.0,-454.0,0.009694146,0.00833493,-0.0013592163,2010s,-0.0019,2.613,Brain Drain
JPN,2012,127629000.0,337446.0,337446.0,2624.0,3351.0,-727.0,0.0099304775,0.007776059,-0.0021544187,2010s,-0.0016,2.644,Brain Drain
JPN,2013,127445000.0,341323.0,341323.0,2676.0,3415.0,-739.0,0.010005185,0.007840081,-0.0021651045,2010s,-0.0014,2.678,Brain Drain
JPN,2014,127276000.0,345223.0,345223.0,2730.0,3553.0,-823.0,0.010291899,0.007907932,-0.0023839662,2010s,-0.0013,2.712,Brain Drain
JPN,2015,127141000.0,348592.0,348592.0,2695.0,3411.0,-716.0,0.0097850785,0.007731101,-0.0020539772,2010s,-0.0011,2.742,Brain Drain
JPN,2016,127076000.0,351161.0,351161.0,3066.0,3432.0,-366.0,0.009773294,0.008731038,-0.001042257,2010s,-0.0005,2.763,Brain Drain
JPN,2017,126972000.0,353067.0,353067.0,2916.0,3506.0,-590.0,0.009930126,0.008259055,-0.0016710709,2010s,-0.0008,2.781,Brain Drain
JPN,2018,126811000.0,356238.0,356238.0,2947.0,3542.0,-595.0,0.009942791,0.008272559,-0.0016702317,2010s,-0.0013,2.809,Brain Drain
JPN,2019,126633000.0,357321.0,357321.0,3106.0,3593.0,-487.0,0.010055385,0.008692464,-0.0013629202,2010s,-0.0014,2.822,Brain Drain
JPN,2020,126261000.0,350499.0,350499.0,3057.0,3697.0,-640.0,0.010547819,0.008721851,-0.0018259682,2020s,-0.0029,2.776,Brain Drain
JPN,2021,125681593.0,330028.0,330028.0,2896.0,3259.0,-363.0,0.009874919,0.008775013,-0.0010999066,2020s,-0.0046,2.626,Brain Drain
JPN,2022,125124989.0,0.0,0.0,2295.0,2844.0,-549.0,,,,2020s,-0.0044,0.0,Brain Drain
JPN,2023,125124989.0,0.0,0.0,1505.0,1672.0,-167.0,,,,2020s,0.0,0.0,Brain Drain
KAZ,1996,15578227.0,495.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.032,Balanced
KAZ,1997,15334405.0,607.0,607.0,14.0,20.0,-6.0,0.03294893,0.02306425,-0.009884679,1990s,-0.0157,0.04,Brain Drain
KAZ,1998,15071640.0,701.0,701.0,17.0,21.0,-4.0,0.029957203,0.02425107,-0.0057061343,1990s,-0.0171,0.047,Brain Drain
KAZ,1999,14928374.0,754.0,754.0,13.0,12.0,1.0,0.01591512,0.01724138,0.0013262599,1990s,-0.0095,0.051,Brain Gain
KAZ,2000,14883626.0,825.0,825.0,18.0,25.0,-7.0,0.030303031,0.021818181,-0.008484849,2000s,-0.003,0.055,Brain Drain
KAZ,2001,14858335.0,891.0,891.0,19.0,22.0,-3.0,0.024691358,0.021324355,-0.0033670033,2000s,-0.0017,0.06,Brain Drain
KAZ,2002,14858948.0,921.0,921.0,19.0,15.0,4.0,0.016286645,0.02062975,0.0043431055,2000s,0.0,0.062,Brain Gain
KAZ,2003,14909019.0,980.0,980.0,17.0,15.0,2.0,0.015306123,0.01734694,0.0020408162,2000s,0.0034,0.066,Brain Gain
KAZ,2004,15012984.0,1020.0,1020.0,22.0,15.0,7.0,0.014705882,0.021568628,0.006862745,2000s,0.007,0.068,Brain Gain
KAZ,2005,15147029.0,1058.0,1058.0,31.0,18.0,13.0,0.017013233,0.029300567,0.012287335,2000s,0.0089,0.07,Brain Gain
KAZ,2006,15308085.0,1066.0,1066.0,19.0,26.0,-7.0,0.024390243,0.01782364,-0.006566604,2000s,0.0106,0.07,Brain Drain
KAZ,2007,15484192.0,1113.0,1113.0,20.0,30.0,-10.0,0.026954178,0.017969452,-0.008984726,2000s,0.0115,0.072,Brain Drain
KAZ,2008,15776938.0,1172.0,1172.0,24.0,28.0,-4.0,0.023890786,0.020477816,-0.0034129692,2000s,0.0189,0.074,Brain Drain
KAZ,2009,16092822.0,1279.0,1279.0,37.0,23.0,14.0,0.0179828,0.02892885,0.010946051,2000s,0.02,0.079,Brain Gain
KAZ,2010,16321872.0,1564.0,1564.0,34.0,26.0,8.0,0.01662404,0.02173913,0.0051150895,2010s,0.0142,0.096,Brain Gain
KAZ,2011,16557202.0,2816.0,2816.0,57.0,23.0,34.0,0.008167613,0.020241477,0.012073863,2010s,0.0144,0.17,Brain Gain
KAZ,2012,16792090.0,4411.0,4411.0,76.0,32.0,44.0,0.0072545907,0.017229654,0.009975063,2010s,0.0142,0.263,Brain Gain
KAZ,2013,17035551.0,5772.0,5772.0,81.0,31.0,50.0,0.005370755,0.0140332645,0.008662509,2010s,0.0145,0.339,Brain Gain
KAZ,2014,17288285.0,7866.0,7866.0,101.0,49.0,52.0,0.0062293415,0.012840071,0.0066107297,2010s,0.0148,0.455,Brain Gain
KAZ,2015,17542806.0,9431.0,9431.0,126.0,86.0,40.0,0.009118863,0.013360195,0.004241332,2010s,0.0147,0.538,Brain Gain
KAZ,2016,17794055.0,10686.0,10686.0,169.0,91.0,78.0,0.008515815,0.015815085,0.00729927,2010s,0.0143,0.601,Brain Gain
KAZ,2017,18037776.0,11942.0,11942.0,193.0,128.0,65.0,0.010718472,0.016161447,0.005442974,2010s,0.0137,0.662,Brain Gain
KAZ,2018,18276452.0,13164.0,13164.0,178.0,143.0,35.0,0.01086296,0.013521726,0.0026587662,2010s,0.0132,0.72,Brain Gain
KAZ,2019,18513673.0,13862.0,13862.0,174.0,139.0,35.0,0.010027413,0.012552301,0.0025248881,2010s,0.013,0.749,Brain Gain
KAZ,2020,18755666.0,14333.0,14333.0,190.0,151.0,39.0,0.010535128,0.013256122,0.0027209935,2020s,0.0131,0.764,Brain Gain
KAZ,2021,19000988.0,14086.0,14086.0,209.0,122.0,87.0,0.008661082,0.014837427,0.0061763455,2020s,0.0131,0.741,Brain Gain
KAZ,2022,19621972.0,0.0,0.0,166.0,110.0,56.0,,,,2020s,0.0327,0.0,Brain Gain
KAZ,2023,19621972.0,0.0,0.0,111.0,80.0,31.0,,,,2020s,0.0,0.0,Brain Gain
KEN,1996,27615736.0,1082.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.039,Balanced
KEN,1997,28364264.0,1261.0,1261.0,57.0,52.0,5.0,0.041237112,0.04520222,0.0039651073,1990s,0.0271,0.044,Brain Gain
KEN,1998,29137373.0,1425.0,1425.0,54.0,60.0,-6.0,0.042105265,0.037894737,-0.004210526,1990s,0.0273,0.049,Brain Drain
KEN,1999,29965129.0,1521.0,1521.0,78.0,72.0,6.0,0.04733728,0.051282052,0.003944773,1990s,0.0284,0.051,Brain Gain
KEN,2000,30851606.0,1624.0,1624.0,79.0,69.0,10.0,0.042487685,0.04864532,0.0061576352,2000s,0.0296,0.053,Brain Gain
KEN,2001,31800343.0,1725.0,1725.0,87.0,109.0,-22.0,0.063188404,0.050434783,-0.012753624,2000s,0.0308,0.054,Brain Drain
KEN,2002,32779823.0,1862.0,1862.0,112.0,115.0,-3.0,0.061761547,0.060150377,-0.0016111708,2000s,0.0308,0.057,Brain Drain
KEN,2003,33767122.0,2090.0,2090.0,124.0,84.0,40.0,0.040191386,0.059330143,0.019138755,2000s,0.0301,0.062,Brain Gain
KEN,2004,34791836.0,2280.0,2280.0,98.0,92.0,6.0,0.040350877,0.042982455,0.002631579,2000s,0.0303,0.066,Brain Gain
KEN,2005,35843010.0,2503.0,2503.0,88.0,92.0,-4.0,0.036755893,0.03515781,-0.0015980822,2000s,0.0302,0.07,Brain Drain
KEN,2006,36925253.0,2823.0,2823.0,108.0,89.0,19.0,0.031526744,0.038257174,0.0067304284,2000s,0.0302,0.076,Brain Gain
KEN,2007,38036793.0,3180.0,3180.0,141.0,114.0,27.0,0.035849057,0.044339623,0.008490566,2000s,0.0301,0.084,Brain Gain
KEN,2008,39186895.0,3583.0,3583.0,127.0,110.0,17.0,0.03070053,0.035445157,0.0047446275,2000s,0.0302,0.091,Brain Gain
KEN,2009,40364444.0,3997.0,3997.0,143.0,125.0,18.0,0.031273454,0.03577683,0.0045033777,2000s,0.03,0.099,Brain Gain
KEN,2010,41517895.0,4334.0,4334.0,141.0,143.0,-2.0,0.032994922,0.032533456,-0.00046146745,2010s,0.0286,0.104,Brain Drain
KEN,2011,42635144.0,4683.0,4683.0,171.0,156.0,15.0,0.033311978,0.036515053,0.003203075,2010s,0.0269,0.11,Brain Gain
KEN,2012,43725806.0,5196.0,5196.0,200.0,152.0,48.0,0.029253272,0.03849115,0.009237875,2010s,0.0256,0.119,Brain Gain
KEN,2013,44792368.0,5632.0,5632.0,226.0,178.0,48.0,0.031605113,0.04012784,0.0085227275,2010s,0.0244,0.126,Brain Gain
KEN,2014,45831863.0,6047.0,6047.0,241.0,179.0,62.0,0.029601455,0.039854474,0.010253018,2010s,0.0232,0.132,Brain Gain
KEN,2015,46851488.0,6444.0,6444.0,232.0,219.0,13.0,0.0339851,0.036002483,0.0020173804,2010s,0.0222,0.138,Brain Gain
KEN,2016,47894670.0,6942.0,6942.0,259.0,237.0,22.0,0.034140017,0.037309133,0.0031691156,2010s,0.0223,0.145,Brain Gain
KEN,2017,48948137.0,7476.0,7476.0,320.0,256.0,64.0,0.03424291,0.042803638,0.008560727,2010s,0.022,0.153,Brain Gain
KEN,2018,49953304.0,8050.0,8050.0,330.0,293.0,37.0,0.036397517,0.040993787,0.0045962734,2010s,0.0205,0.161,Brain Gain
KEN,2019,50951450.0,8586.0,8586.0,348.0,295.0,53.0,0.03435826,0.0405311,0.0061728396,2010s,0.02,0.169,Brain Gain
KEN,2020,51985780.0,8797.0,8797.0,332.0,326.0,6.0,0.03705809,0.037740137,0.0006820507,2020s,0.0203,0.169,Brain Gain
